REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.174874	0.49438	0.16856899948557
G000010605	0.174568	0.47558	0.17692336605560274
G000091305	0.180061	0.4916	0.178468866933913
G000156435	0.173189	0.49156	0.1723114939113653
G000158935	0.160743	0.55265	0.16670750582308663
G000158955	0.174829	0.48565	0.1765993095858016
G000163875	0.191266	0.38907	0.21006361906512525
G000203835	0.1602	0.55869	0.1667675058230866
G000213055	0.195183	0.37031	0.21431342096157313
G000225525	0.185343	0.07086	0.1708206071295557
G000242715	0.0232342	0.0007	0.19140635822241078
G000253235	0.18345	0.45191	0.18124361906512526
G000317595	0.178985	0.46414	0.176278866933913
G000331005	0.179886	0.45917	0.18186087470718296
G000342125	0.193251	0.37478	0.20119797002732928
G000349325	0.176112	0.49218	0.1698406071295557
G000373565	0.185827	0.03062	0.1867682435035668
G000375725	0.221598	0.0329	0.16767869072610192
G000376565	0.179273	0.50138	0.17561087470718292
G000384175	0.194311	0.09638	0.18128361906512527
G000429085	0.181509	0.40324	0.18559641688669062
G000444875	0.176408	0.48479	0.16075635822241083
G000497425	0.185339	0.43009	0.19791165957728235
G000497445	0.176851	0.46877	0.17470635822241082
G000695235	0.190127	0.42874	0.19921395087734817
G000716215	0.174937	0.49115	0.1749806071295557
G000716805	0.17978	0.46239	0.18439899948557
G000717025	0.174668	0.44482	0.18106336605560275
G000717345	0.186691	0.43042	0.19275395087734815
G000718015	0.188852	0.39002	0.19617395087734815
G000718095	0.184068	0.42107	0.19267165957728236
G000718315	0.179366	0.47238	0.1724163582224108
G000718595	0.183091	0.44485	0.18261361906512527
G000718635	0.189831	0.41857	0.20040797002732927
G000719265	0.190543	0.38905	0.19576797002732932
G000719335	0.187997	0.42935	0.19368361906512527
G000719955	0.185426	0.43055	0.18911342096157313
G000720455	0.187743	0.42097	0.20101361906512527
G000720475	0.178008	0.47162	0.17979762855841827
G000721105	0.175775	0.48611	0.1681106071295557
G000721235	0.164146	0.53723	0.16300750582308662
G000721265	0.192487	0.37305	0.21652165957728237
G000721275	0.186098	0.46118	0.18595361906512525
G000725495	0.177026	0.50405	0.17152899948557002
G000725795	0.175796	0.43497	0.17409635822241082
G000802245	0.183408	0.39444	0.19175635822241083
G000818195	0.203896	0.08554	0.1966716595772824
G000819545	0.18577	0.15305	0.18161158028737132
G000827005	0.186666	0.43173	0.18968128851400298
G000830005	0.18281	0.45462	0.17866361906512526
G000935125	0.189632	0.39207	0.19218395087734816
G000968255	0.176318	0.50753	0.17074899948557
G001005085	0.178773	0.51859	0.1726663582224108
G001013905	0.174675	0.49406	0.16591070871151753
G001187435	0.193057	0.37653	0.19870797002732932
G001278075	0.183869	0.44201	0.19430361906512525
G001279695	0.180601	0.44914	0.18755361906512527
G001279725	0.188182	0.37886	0.2040336190651253
G001279985	0.177224	0.4897	0.1721625095181677
G001298575	0.180147	0.47795	0.17990087470718294
G001418335	0.17834	0.47756	0.18085899948557
G001418415	0.175728	0.47346	0.1789014939113653
G001418465	0.178235	0.48698	0.1771339473217325
G001418475	0.177088	0.46943	0.17886886693391302
G001418585	0.17672	0.49042	0.1731506071295557
G001418655	0.177441	0.49198	0.16557899948556998
G001419695	0.176363	0.42845	0.1846214939113653
G001419745	0.177519	0.49084	0.17539394732173247
G001509795	0.174356	0.49726	0.1655406071295557
G001511815	0.175868	0.51235	0.1658563582224108
G001513975	0.175133	0.47469	0.1673306071295557
G001514045	0.175502	0.49694	0.1737606071295557
G001611795	0.175276	0.49047	0.16716930958580162
G001646665	0.183053	0.44453	0.17774361906512523
G001654495	0.175094	0.49356	0.1691463582224108
G001693675	0.190618	0.38049	0.20758361906512526
G001729485	0.185875	0.42427	0.1909939508773482
G001746425	0.187636	0.41291	0.19701361906512527
G001750785	0.185569	0.41915	0.1918236190651253
