#FeatureID	ESTIMATED
G000091305	0.0145465
G000156435	0.0525016
G000158935	0.0180218
G000158955	0.0252206
G000203835	0.0184935
G000204605	0.0133302
G000317595	0.0121387
G000349325	0.0282739
G000376565	0.0203925
G000444875	0.035361
G000497445	0.042113
G000716215	0.0229865
G000718315	0.0251213
G000721105	0.0218695
G000721235	0.0183321
G000725495	0.0114933
G000725795	0.0151175
G000802245	0.0180839
G000968255	0.011456
G001005085	0.0232223
G001013905	0.0298626
G001279985	0.0172275
G001418415	0.315481
G001418475	0.0153781
G001418585	0.0204297
G001418655	0.0110464
G001513975	0.0593777
G001514045	0.0212737
G001611795	0.0247986
G001654495	0.0176371
G001660045	0.0194119
