#FeatureID	ESTIMATED
G000250675	0.0448357
G000308355	0.029341
G000308495	0.0208848
G000308515	0.016154
G000308595	0.0393136
G000308615	0.0224508
G000308635	0.029819
G000308655	0.0245442
G000308675	0.0149837
G000308695	0.180859
G000308715	0.0686546
G000308755	0.0451818
G000308795	0.0391323
G000308835	0.0171595
G000308855	0.0206046
G000308875	0.0551215
G000381925	0.028797
G000523235	0.0238519
G000719275	0.0304289
G000720425	0.018709
G001182745	0.0542149
G001612765	0.0501764
G001613465	0.0414235
G001613505	0.0233079
G001865855	0.0260607
G001886715	0.0339894
