REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000023245	0.221886	0.26633	0.3241143802985941
G000023865	0.184855	0.29462	0.27783513586100783
G000062885	0.215469	0.26324	0.3343429060051427
G000194155	0.21342	0.20399	0.3428829060051427
G000196675	0.21915	0.26801	0.3374594842420895
G000196835	0.217321	0.2963	0.3179773809480886
G000231035	0.203901	0.25432	0.29748891108043557
G000243395	0.171578	0.37907	0.24327868382254864
G000244955	0.202668	0.23187	0.2986758651152957
G000244975	0.165534	0.42589	0.23373868382254864
G000258175	0.178323	0.32816	0.2673386838225486
G000328705	0.220288	0.25966	0.31763438029859403
G000371785	0.221677	0.13083	0.37377290600514274
G000374445	0.218159	0.21631	0.332824380298594
G000379465	0.232896	0.04687	0.3621499740087765
G000383795	0.19964	0.23534	0.28857891108043554
G000383915	0.203725	0.09678	0.3277073809480886
G000384035	0.217264	0.12527	0.3724929060051427
G000384315	0.214648	0.26284	0.2968473809480886
G000423625	0.218287	0.19841	0.34636948424208946
G000427825	0.199068	0.00697	0.32665127768889757
G000427905	0.223237	0.03905	0.32796127768889755
G000482865	0.219625	0.19421	0.33351438029859404
G000497205	0.212241	0.15069	0.35787290600514277
G000504245	0.212608	0.17385	0.3490912776888976
G000519205		0.3156473809480886
G000525635	0.218874	0.22724	0.3153543802985941
G000527075	0.185697	0.23955	0.267467908572955
G000564855	0.220153	0.24987	0.327134380298594
G000568255	0.21965	0.24989	0.33070438029859406
G000620785	0.221954	0.27186	0.3434123085943884
G000715825	0.218487	0.24154	0.31680438029859403
G000715895	0.220688	0.16568	0.33386438029859405
G000716595	0.218408	0.23821	0.3242343802985941
G000716755	0.222127	0.30732	0.313494380298594
G000717175	0.218348	0.28364	0.32960948424208947
G000717335	0.215495	0.22395	0.33217738094808863
G000718005	0.22109	0.17993	0.3401329060051428
G000719115	0.217931	0.20627	0.345134380298594
G000719975	0.205867	0.23494	0.3051418468531055
G000720955	0.218703	0.22994	0.3219130539606504
G000732925	0.216072	0.24555	0.3161973809480886
G000739085	0.211419	0.28807	0.29129738094808855
G000763095	0.217191	0.14325	0.36085290600514275
G000974445	0.216468	0.22878	0.34628438029859404
G001302585	0.219916	0.2282	0.33750438029859403
G001420995	0.21809	0.27178	0.3609994842420895
G001701025	0.221422	0.24494	0.3414543802985941
G001902615	0.217178	0.27099	0.3565794842420895
G001921215	0.22148	0.2652	0.33163438029859404
G900104505	0.216534	0.21366	0.331524380298594
G900115565	0.209678	0.26877	0.28628600025657064
G900129375	0.219037	0.24344	0.31104305396065035
