#FeatureID	ESTIMATED
G000010605	0.0507107
G000147815	0.0348514
G000158915	0.0391589
G000204605	0.0314837
G000240165	0.0331284
G000342125	0.0243568
G000381025	0.0438579
G000424785	0.136821
G000424825	0.0254924
G000695235	0.0295649
G000717345	0.0261581
G000717745	0.0281944
G000718015	0.046834
G000718635	0.0507107
G000719955	0.024396
G000721235	0.0274895
G000830005	0.0277245
G000938975	0.0527862
G001419745	0.0272546
G001625365	0.0312096
G001660045	0.026119
G001751375	0.0312488
G001888885	0.104907
G001905365	0.0455418
