#FeatureID	ESTIMATED
G000015005	0.0367269
G000184435	0.0764522
G000230895	0.0248715
G000230935	0.0185707
G000234585	0.0198834
G000317305	0.0171752
G000328565	0.0229509
G000455165	0.0457497
G000455325	0.026875
G000559085	0.0189576
G000612825	0.0299425
G000613185	0.0280772
G000620625	0.0286437
G000805385	0.0217073
G001005175	0.0351655
G001021385	0.0170646
G001044235	0.0851987
G001044245	0.0387995
G001049355	0.0545791
G001291445	0.0172581
G001307545	0.020215
G001426545	0.0216935
G001428895	0.0263776
G001494595	0.0215691
G001499855	0.0320704
G001499915	0.0333831
G001570425	0.0286575
G001583415	0.0511386
G001655245	0.100246
