#FeatureID	ESTIMATED
G000007865	0.0315817
G000015305	0.0575295
G000015405	0.0229421
G000164135	0.0211851
G000184435	0.0338178
G000214155	0.0148833
G000230895	0.012473
G000257745	0.132077
G000266905	0.0353715
G000277125	0.0418911
G000328565	0.012531
G000340435	0.0120809
G000455165	0.0210399
G000455325	0.0255703
G000526915	0.0525636
G000613185	0.0184118
G000620625	0.0176131
G000759695	0.0202413
G000805385	0.0195879
G000972925	0.0322351
G001005175	0.0203575
G001021495	0.0223613
G001021505	0.0372882
G001044245	0.0342099
G001049355	0.0292294
G001291445	0.0120809
G001307545	0.0195298
G001417955	0.012473
G001426545	0.0109774
G001428895	0.0184263
G001494595	0.0124584
G001499915	0.0304782
G001570425	0.0274579
G001583415	0.0323222
G001584765	0.0118341
G001673105	0.0328885
