REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000006785	0.217918	0.08692	0.36835851556620025
G000007265	0.219855	0.09032	0.3658885155662002
G000007465	0.21449	0.14602	0.3389659478320235
G000009545	0.220136	0.08586	0.3700985155662002
G000014205	0.201469	0.15398	0.3393627768183115
G000017005	0.201103	0.13795	0.3493127768183116
G000026745	0.212437	0.10452	0.37279050882936593
G000027165	0.212575	0.12333	0.36048761024369624
G000164675	0.209206	0.12221	0.3626776102436962
G000187465	0.208281	0.10239	0.35505761024369625
G000187975	0.20244	0.23268	0.30905598908808735
G000187995	0.223872	0.10373	0.3532563852954561
G000188015	0.217722	0.08385	0.3731885155662002
G000188035	0.210104	0.08849	0.37537851556620017
G000188055	0.216956	0.10688	0.3768485155662002
G000213825	0.223952	0.08808	0.36578851556620023
G000228185	0.176141	0.26412	0.3002411962353798
G000228205	0.179006	0.2678	0.2981011962353798
G000228385	0.179006	0.2678	0.2981011962353798
G000228505	0.0461551	0.40854	0.24507406590938113
G000228805	0.217344	0.14344	0.3382459478320235
G000228845	0.217868	0.14154	0.3377759478320235
G000228925	0.218053	0.14131	0.3377759478320235
G000229145	0.217433	0.14217	0.3387959478320235
G000229225	0.217756	0.14237	0.3373059478320235
G000229545	0.217838	0.14311	0.3383659478320235
G000229705	0.216787	0.14507	0.3383159478320235
G000230225	0.217871	0.14329	0.33825594783202345
G000253395	0.215939	0.12224	0.342985037243287
G000270145	0.198816	0.15146	0.32172849888464383
G000286075	0.123945	0.20546	0.3243185109536681
G000317855	0.155137	0.16845	0.3767885155662002
G000344275	0.202148	0.13785	0.36408761024369624
G000347835	0.217118	0.14253	0.3388959478320235
G000372425	0.213496	0.08959	0.3608749635821353
G000376985	0.207663	0.16968	0.318627914296003
G000377005	0.222905	0.10499	0.3830105088293659
G000379985	0.181696	0.03522	0.31998849888464387
G000380005	0.221765	0.08466	0.3682485155662002
G000380025	0.231033	0.00543	0.39052319147708475
G000380045	0.232683	0.01378	0.3892976250384431
G000380085	0.224343	0.0009	0.3861405088293659
G000380125	0.208531	0.04512	0.3658705088293659
G000423725	0.19549	0.16906	0.34852183295849687
G000423745	0.218649	0.10927	0.35987315243913587
G000423765	0.203905	0.127	0.35242315243913586
G000440115	0.173488	0.15194	0.3765305088293659
G000463355	0.208482	0.12241	0.36333056222500204
G000463505	0.209674	0.13749	0.361020562225002
G000772915	0.220609	0.07543	0.3925185155662002
G000785515	0.215696	0.12812	0.338425037243287
G000831485	0.221795	0.09358	0.36035851556620013
G001182825	0.220377	0.08829	0.3740305088293659
G001514435	0.218126	0.12183	0.343765037243287
G001598035	0.218313	0.09462	0.3607385155662002
G001638255	0.220509	0.06294	0.3930785155662002
