#FeatureID	ESTIMATED
G000009765	0.0173503
G000010605	0.0137836
G000091305	0.0152169
G000156435	0.0201503
G000158935	0.0446341
G000158955	0.0296838
G000163875	0.266888
G000203835	0.021667
G000317595	0.0173836
G000349325	0.0194003
G000376565	0.0178503
G000444875	0.0156836
G000497445	0.0138669
G000716215	0.0183336
G000718095	0.0151336
G000718315	0.0137002
G000721105	0.0218837
G000721235	0.0498842
G000725495	0.0182003
G000938975	0.0161669
G000968255	0.0169669
G001005085	0.0171336
G001013905	0.0172003
G001279985	0.0176503
G001298575	0.0204503
G001418335	0.0293672
G001418415	0.0163503
G001418465	0.0147336
G001418475	0.0174503
G001418585	0.0199337
G001418655	0.0174836
G001419745	0.0145669
G001509795	0.0255171
G001511815	0.0203337
G001514045	0.0208837
G001660045	0.017017
G001905365	0.0301005
