#FeatureID	ESTIMATED
G000009245	0.0241475
G000011405	0.0237515
G000014605	0.023741
G000017785	0.0241788
G000019285	0.0462106
G000153845	0.0238974
G000168775	0.0241266
G000170295	0.0242934
G000262205	0.0266279
G000313385	0.0241162
G000478845	0.0241266
G000524575	0.0208646
G000681495	0.0241162
G000742095	0.0172169
G000833335	0.0241579
G001042525	0.0261381
G001042545	0.026086
G001412545	0.020875
G001574475	0.0250229
G001574485	0.024877
G001574495	0.0251793
G001574555	0.0246165
G001574565	0.0251271
G001574585	0.0250438
G001574605	0.0251271
G001574635	0.024085
G001574655	0.0243247
G001574675	0.0245956
G001574695	0.0245123
G001574705	0.0251167
G001574735	0.0244289
G001574775	0.0244185
G001574785	0.0244706
G001574795	0.0251271
G001574835	0.0249291
G001574865	0.0115162
G001574885	0.0230845
G001611815	0.0246269
G001696935	0.0243247
G001696945	0.0225217
G001696955	0.0242517
