#FeatureID	ESTIMATED
G000015005	0.0326671
G000015305	0.0275465
G000015405	0.0416034
G000184435	0.0211067
G000230895	0.0247238
G000230935	0.017518
G000266905	0.0249649
G000317305	0.016979
G000328565	0.0200287
G000455165	0.0120569
G000455325	0.0608236
G000559085	0.0153619
G000612825	0.03227
G000613185	0.0278869
G000620625	0.0227237
G000805385	0.0532774
G000970885	0.0185393
G000972925	0.0323976
G001005175	0.0550646
G001021385	0.0206244
G001021505	0.0385821
G001044235	0.0257167
G001044245	0.0168797
G001049355	0.0172201
G001291445	0.0175463
G001426545	0.0148513
G001428895	0.0247663
G001494595	0.0240003
G001499855	0.0382559
G001499915	0.0346104
G001570425	0.0280997
G001583415	0.0787671
G001655245	0.0304543
G001673105	0.0320856
