#FeatureID	ESTIMATED
G000009765	0.014681
G000010605	0.0199745
G000091305	0.0333958
G000092385	0.0130314
G000156435	0.0209792
G000158935	0.0391692
G000158955	0.0155507
G000203835	0.0409987
G000253235	0.0130914
G000331005	0.0135863
G000349325	0.014726
G000376565	0.0140661
G000429085	0.0136013
G000444875	0.0171553
G000497425	0.0134663
G000497445	0.0170503
G000695235	0.0137362
G000716215	0.0161656
G000716805	0.0171553
G000717025	0.0202294
G000718015	0.0209642
G000718315	0.0133763
G000718595	0.0141711
G000718635	0.0124616
G000720475	0.025433
G000721105	0.0158506
G000721235	0.0414936
G000721275	0.0135713
G000725495	0.0152358
G000830005	0.0151908
G000938975	0.0121617
G000968255	0.0152808
G001005085	0.014696
G001013905	0.0242483
G001279695	0.0129714
G001279985	0.0157607
G001298575	0.0155207
G001418335	0.0176801
G001418415	0.0585739
G001418465	0.0161806
G001418475	0.0336807
G001418585	0.0162705
G001418655	0.0166454
G001419745	0.0178901
G001509795	0.0161206
G001511815	0.0206793
G001513975	0.0160456
G001514045	0.0161656
G001611795	0.0166604
G001646665	0.0151458
G001654495	0.0164505
G001729485	0.0121317
G001750785	0.0134813
