REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000011365	0.168359	0.39728	0.21237635263228144
G000013365	0.178273	0.28483	0.2301941541626116
G000013745	0.178843	0.26668	0.23737958708862752
G000013885	0.171289	0.23473	0.23582467830301312
G000014825	0.179604	0.24087	0.23540958708862755
G000195775	0.182522	0.26392	0.24478415416261162
G000218565	0.188465	0.16818	0.2715227512775884
G000239815	0.211041	0.00082	0.23762120842237755
G000284375	0.167283	0.37841	0.20387635263228143
G000308295	0.187977	0.18888	0.2390846292539016
G000314735	0.192043	0.16301	0.2734427512775884
G000333455	0.190302	0.01024	0.25473415416261164
G000336555	0.180785	0.25927	0.24021926052773943
G000344805	0.182257	0.29435	0.24129120842237753
G000379145	0.199065	0.00623	0.2005959655942323
G000472385		0.23468120842237755
G000472425	0.181357	0.2833	0.23409120842237754
G000472865	0.179853	0.05815	0.21284108948301594
G000473125	0.189211	0.03671	0.20858635263228148
G000504425	0.183837	0.20595	0.25429958708862754
G000516555	0.18613	0.08149	0.275512004264021
G000701345	0.186875	0.28449	0.22683614924100656
G000938285	0.170793	0.35811	0.21259635263228144
G001295845	0.180195	0.28649	0.23680415416261164
G001425835	0.18527	0.2342	0.2503597546746523
G001440405	0.177559	0.33405	0.21250510371626447
G001440475	0.213488	0.01607	0.21920510371626442
G001693385	0.180898	0.32791	0.22237510371626443
G001908185	0.168843	0.36357	0.20798635263228143
G900011245	0.172294	0.34863	0.21502635263228145
G900104755	0.172743	0.36324	0.21662510371626442
G900108575	0.188079	0.26075	0.25320438487894664
