#FeatureID	ESTIMATED
G000014385	0.0212828
G000286115	0.0240845
G000309425	0.0248849
G000725025	0.023354
G000725035	0.0230238
G000762045	0.0121273
G001867465	0.023354
G001867525	0.0220832
G001867535	0.0231539
G001867555	0.0218631
G001867615	0.0221133
G001867795	0.0220432
G001867875	0.0221333
G001867915	0.0221133
G001867975	0.0221333
G001868045	0.0220032
G001868055	0.0220432
G001868115	0.023254
G001868145	0.0220933
G001868195	0.0219532
G001868205	0.0229238
G001868225	0.0220832
G001868275	0.0238143
G001868315	0.0220832
G001868345	0.0220332
G001868405	0.0221033
G001868425	0.0221533
G001868525	0.0220432
G001868545	0.0220332
G001868555	0.0220632
G001868715	0.0228037
G001868805	0.0220933
G001869295	0.0220432
G001869305	0.0220632
G001869395	0.0220132
G001869405	0.0220332
G001869445	0.0225135
G001869655	0.023314
G001869735	0.0219532
G001869815	0.0220432
G001869885	0.0220632
G001869945	0.0237743
G001869985	0.0220232
G001870005	0.0227837
G001870015	0.0220532
