#FeatureID	ESTIMATED
G000011365	0.0882497
G000013365	0.0643377
G000013745	0.0174952
G000013885	0.0366134
G000014825	0.0196467
G000017645	0.0223644
G000092925	0.0451629
G000195775	0.0342732
G000284375	0.096818
G000293785	0.0120975
G000344805	0.0294984
G000378025	0.0255162
G000472425	0.0460499
G000504425	0.0113237
G000526175	0.0235156
G000701345	0.0313102
G000751295	0.0120787
G000935205	0.0279697
G000938285	0.067414
G000938305	0.102782
G001641695	0.0626014
G001693385	0.0365191
G900100155	0.023761
G900104755	0.0486544
G900108575	0.0139471
