#FeatureID	ESTIMATED
G000014385	0.0219723
G000286115	0.02588
G000309425	0.0271119
G000725025	0.0266777
G000725035	0.0264859
G001867465	0.025254
G001867525	0.024739
G001867535	0.0252842
G001867555	0.0243149
G001867615	0.02484
G001867795	0.0248702
G001867875	0.0249308
G001867915	0.0248904
G001867975	0.0249308
G001868045	0.0244663
G001868055	0.0250621
G001868115	0.0252237
G001868145	0.0249005
G001868205	0.0249005
G001868275	0.025567
G001868315	0.0249813
G001868345	0.0244663
G001868405	0.0249409
G001868425	0.0249712
G001868545	0.0249712
G001868555	0.0244865
G001868715	0.0251833
G001868805	0.0246683
G001869295	0.0249207
G001869305	0.024951
G001869395	0.0248097
G001869405	0.0248501
G001869445	0.0249207
G001869735	0.0247693
G001869815	0.0249409
G001869885	0.0247996
G001869945	0.0255266
G001869985	0.0248904
G001870005	0.0246077
G001870015	0.0250419
