#FeatureID	ESTIMATED
G000015005	0.0309956
G000015305	0.0629204
G000015405	0.0371947
G000230895	0.0152135
G000230935	0.0223973
G000266905	0.0344211
G000317305	0.0168638
G000328565	0.0147281
G000455165	0.0426034
G000455325	0.146726
G000559085	0.0197762
G000612825	0.038845
G000613185	0.0259614
G000620625	0.0327014
G000805385	0.106633
G001005175	0.0221754
G001021385	0.0189163
G001044235	0.0424647
G001044245	0.0269045
G001049355	0.0433661
G001291445	0.0180288
G001428895	0.0248797
G001499855	0.0178207
G001499915	0.0182923
G001570425	0.0294008
G001583415	0.0311204
G001655245	0.058649
