#FeatureID	ESTIMATED
G000007865	0.0188491
G000015005	0.0240332
G000015305	0.021103
G000015405	0.0321617
G000164135	0.0164964
G000184435	0.0163978
G000195855	0.0772698
G000214155	0.0108333
G000222105	0.0209904
G000230895	0.0189758
G000230935	0.0128619
G000266905	0.0193562
G000277125	0.0169895
G000317305	0.0129041
G000328565	0.0149327
G000340435	0.0328943
G000455325	0.0174967
G000526915	0.0832429
G000559085	0.0109178
G000612825	0.0208072
G000613185	0.0205677
G000613245	0.0114109
G000620625	0.0169191
G000759695	0.0190463
G000805385	0.019638
G000972925	0.0130591
G001005175	0.0422765
G001021385	0.0143974
G001021495	0.0145805
G001044235	0.019638
G001044245	0.0130309
G001049355	0.0132563
G001291445	0.0123265
G001307545	0.0153694
G001417955	0.01513
G001426545	0.0110305
G001428895	0.0180742
G001494595	0.0174403
G001499855	0.0286539
G001499915	0.0269353
G001570425	0.0187786
G001583415	0.0649996
G001584765	0.0170036
G001655245	0.0235824
G001881585	0.0133408
