#FeatureID	ESTIMATED
G000009765	0.0182837
G000010605	0.0179774
G000091305	0.0165544
G000156435	0.0232374
G000158935	0.0224268
G000158955	0.0192924
G000203835	0.0239039
G000204605	0.0204993
G000253235	0.0245704
G000349325	0.0206975
G000376565	0.0237598
G000429085	0.0198869
G000444875	0.026678
G000497445	0.0242822
G000716215	0.0210578
G000716675	0.0208056
G000717345	0.0243362
G000718095	0.0171849
G000718315	0.0259034
G000718595	0.0201211
G000721105	0.0213099
G000721235	0.0211298
G000721275	0.0202832
G000725495	0.0201931
G000725795	0.0194185
G000830005	0.0221746
G000935125	0.0208056
G000968255	0.0204093
G001005085	0.0270202
G001013905	0.024102
G001278075	0.017401
G001279985	0.0197067
G001298575	0.0176712
G001418465	0.0259394
G001418585	0.022679
G001418655	0.0194906
G001419745	0.0270202
G001509795	0.0198508
G001511815	0.0325143
G001513975	0.0210758
G001514045	0.018716
G001611795	0.0209317
G001646665	0.0206254
G001660045	0.0239219
G001729485	0.0239399
G001905365	0.0202111
