#FeatureID	ESTIMATED
G000025565	0.090457
G000164865	0.0372695
G000215745	0.111808
G000247895	0.0607125
G000248015	0.017431
G000262305	0.0114058
G000300455	0.0309417
G000302695	0.0112348
G000463155	0.020562
G000621185	0.020562
G000648515	0.0477675
G000694955	0.0835899
G000735365	0.0189702
G000735455	0.0292972
G000735515	0.0550951
G000757785	0.0269556
G000757825	0.018365
G000759795	0.0270871
G000982825	0.0229037
G001022135	0.0282448
G001022195	0.0886021
G001187865	0.0178783
G001297765	0.0322704
G001558935	0.0450575
G001571285	0.0322704
G001654915	0.0132607
