#FeatureID	ESTIMATED
G000284035	0.0225489
G000308355	0.0204162
G000308495	0.0323636
G000308515	0.0554509
G000308595	0.0257169
G000308635	0.0312869
G000308675	0.03255
G000308695	0.0261104
G000308715	0.0573351
G000308755	0.0342479
G000308795	0.0244125
G000308835	0.0505642
G000308855	0.037126
G000381925	0.0704421
G000523235	0.0503365
G000526215	0.08475
G000719275	0.0210995
G001182745	0.029444
G001310275	0.0253857
G001612765	0.0282224
G001613465	0.0345377
G001613505	0.0463402
G001865855	0.133616
G001886715	0.0256962
