#FeatureID	ESTIMATED
G000015305	0.11813
G000015405	0.0412913
G000184435	0.063436
G000230895	0.0161484
G000230935	0.0143673
G000234585	0.0155547
G000266905	0.0460111
G000317305	0.0181373
G000328565	0.0171874
G000455165	0.0354731
G000455325	0.0482226
G000559085	0.0135362
G000612825	0.0634805
G000613185	0.0316586
G000620625	0.0276809
G000805385	0.0386642
G001005175	0.0269239
G001021385	0.0130167
G001044245	0.0357254
G001049355	0.0524972
G001291445	0.0171577
G001307545	0.0372096
G001426545	0.0217885
G001428895	0.0328163
G001494595	0.0179592
G001499855	0.0196512
G001499915	0.0195622
G001570425	0.0425974
G001583415	0.054115
