#FeatureID	ESTIMATED
G000010605	0.0171265
G000091305	0.0893148
G000156435	0.0136327
G000158935	0.0140437
G000158955	0.0151912
G000203835	0.0163901
G000204605	0.0141122
G000317595	0.0411893
G000331005	0.0166812
G000349325	0.0224015
G000376565	0.0156879
G000444875	0.0136841
G000497445	0.0135813
G000695235	0.0153111
G000716215	0.0174862
G000716675	0.0179828
G000716805	0.0147802
G000718315	0.0142493
G000719955	0.013941
G000721105	0.0185309
G000721235	0.0153111
G000725495	0.0152597
G000830005	0.0177431
G000968255	0.0153625
G001005085	0.0142664
G001013905	0.0139924
G001278075	0.0141294
G001279985	0.0186165
G001298575	0.0179486
G001418465	0.0178116
G001418585	0.0182569
G001418655	0.0151741
G001419745	0.0163387
G001509795	0.025039
G001511815	0.01949
G001513975	0.0278306
G001514045	0.014215
G001611795	0.0137868
G001654495	0.0155337
G001660045	0.0151741
G001729485	0.243402
