#FeatureID	ESTIMATED
G000015305	0.114013
G000015405	0.0411609
G000184435	0.0618308
G000230895	0.0161064
G000230935	0.0143019
G000234585	0.0155099
G000266905	0.0446506
G000317305	0.0180899
G000328565	0.017389
G000455165	0.0344498
G000455325	0.0497062
G000559085	0.0135861
G000612825	0.0659916
G000613185	0.0321979
G000620625	0.028052
G000805385	0.0400424
G001005175	0.0269932
G001021385	0.0130641
G001044245	0.0341218
G001049355	0.0512721
G001291445	0.0174934
G001307545	0.0385063
G001426545	0.022027
G001428895	0.0329287
G001494595	0.0181346
G001499855	0.01979
G001499915	0.0196558
G001570425	0.0439795
G001583415	0.0549557
