#FeatureID	ESTIMATED
G000009765	0.0241511
G000091305	0.128324
G000156435	0.015832
G000158935	0.017188
G000158955	0.019167
G000203835	0.0192036
G000317595	0.0778773
G000331005	0.0302714
G000349325	0.0320122
G000376565	0.0431349
G000444875	0.0163084
G000497445	0.0182691
G000716215	0.0420538
G000716805	0.0254521
G000720455	0.0130284
G000721105	0.0490902
G000721235	0.013908
G000721275	0.0194602
G000830005	0.0466531
G000968255	0.0246276
G001005085	0.0331299
G001013905	0.0153922
G001279985	0.018434
G001298575	0.0207429
G001418335	0.0240962
G001418585	0.0310043
G001418655	0.0261118
G001509795	0.0207795
G001511815	0.0186539
G001513975	0.0401297
G001611795	0.0231983
G001654495	0.0174812
G001660045	0.0165283
G001905365	0.0183058
