#FeatureID	ESTIMATED
G000009765	0.0155546
G000156435	0.0182615
G000158935	0.210159
G000158955	0.0205063
G000204605	0.0127685
G000317595	0.0343179
G000349325	0.0224473
G000376565	0.0270292
G000444875	0.0266462
G000497445	0.0308452
G000716215	0.0213249
G000716675	0.0443664
G000716805	0.0183407
G000721105	0.0215494
G000721235	0.0305283
G000725495	0.0159772
G000725795	0.0176805
G000802245	0.0170071
G000968255	0.0186709
G001005085	0.0231207
G001013905	0.0172976
G001298575	0.0248373
G001418335	0.0349121
G001418415	0.0147756
G001418465	0.0163733
G001418475	0.0310697
G001418585	0.0248901
G001419695	0.0105106
G001419745	0.0152774
G001509795	0.0297889
G001511815	0.0391903
G001513975	0.03206
G001514045	0.020427
G001611795	0.0227114
G001654495	0.0187765
