#FeatureID	ESTIMATED
G000009765	0.0160585
G000010605	0.0151552
G000091305	0.015528
G000156435	0.0224532
G000158935	0.0391713
G000158955	0.0304108
G000163875	0.230382
G000203835	0.0202165
G000317595	0.0163739
G000331005	0.0149258
G000349325	0.0193992
G000376565	0.0258083
G000444875	0.0169761
G000497445	0.0131622
G000716675	0.0125027
G000716805	0.0142232
G000718095	0.0159008
G000718595	0.0119005
G000719955	0.0127608
G000721105	0.0233709
G000721235	0.0410782
G000725495	0.0181375
G000725795	0.01256
G000830005	0.0124167
G001005085	0.0191268
G001013905	0.0184529
G001279985	0.0153703
G001298575	0.0208904
G001418335	0.0290774
G001418415	0.0155567
G001418475	0.0164026
G001418585	0.0229694
G001418655	0.0184099
G001419695	0.0121729
G001419745	0.015485
G001509795	0.0256219
G001511815	0.0193132
G001514045	0.0207757
G001660045	0.0184386
G001750785	0.0118862
G001905365	0.0291777
