#FeatureID	ESTIMATED
G000023245	0.0208759
G000062885	0.0152036
G000196675	0.0121165
G000196835	0.0328767
G000231035	0.0148948
G000231055	0.0141424
G000243395	0.0128111
G000244975	0.0173645
G000258175	0.0130041
G000328705	0.0306193
G000383795	0.0144125
G000482865	0.01694
G000525635	0.0275323
G000564855	0.0224194
G000568255	0.0238279
G000620785	0.02541
G000715825	0.0265483
G000715895	0.0132742
G000716595	0.0267799
G000716755	0.0380668
G000717335	0.0171908
G000719115	0.231989
G000719975	0.0121744
G000720955	0.018908
G000732925	0.0316998
G000739085	0.0303492
G001302585	0.0280725
G001701025	0.146498
G900104505	0.0150878
G900115565	0.0314297
G900129375	0.0174802
