#FeatureID	ESTIMATED
G000010605	0.0674249
G000091305	0.182778
G000269985	0.0225497
G000317595	0.105745
G000331005	0.0308132
G000349325	0.0270036
G000710465	0.0247906
G000716215	0.0293005
G000716805	0.0269755
G000721105	0.0249027
G000744225	0.035015
G000744655	0.048993
G000787835	0.0384885
G000968255	0.0231659
G001005085	0.0227457
G001279985	0.0249027
G001418585	0.0294686
G001418655	0.0254349
G001509795	0.0339785
G001513975	0.0388526
G001514045	0.0270036
G001625365	0.0249867
G001888885	0.0259111
G001905365	0.0587692
