#FeatureID	ESTIMATED
G000011405	0.0273457
G000014605	0.0273559
G000017785	0.027366
G000153845	0.0282003
G000154145	0.021608
G000168775	0.029828
G000170295	0.0273457
G000313385	0.0273355
G000478845	0.0277933
G000524575	0.0219539
G000681495	0.0272847
G000742095	0.0178439
G000833335	0.0298585
G001412545	0.0219742
G001574475	0.0276305
G001574485	0.027539
G001574495	0.0274474
G001574565	0.0275085
G001574585	0.0275593
G001574635	0.0278035
G001574655	0.0296347
G001574675	0.0295024
G001574695	0.0298178
G001574705	0.0277018
G001574735	0.0296347
G001574755	0.0275797
G001574775	0.0300823
G001574785	0.0293702
G001574795	0.0275695
G001574835	0.0274678
G001574865	0.0127674
G001574885	0.0287903
G001611815	0.0306825
G001696925	0.0295329
G001696935	0.0297161
G001696945	0.021842
G001696955	0.0297262
