#FeatureID	ESTIMATED
G000016325	0.0203565
G000025565	0.0312593
G000164865	0.0421892
G000195995	0.0190698
G000240185	0.244047
G000247895	0.107701
G000248015	0.0176883
G000262305	0.0113904
G000300455	0.0302977
G000463155	0.0204242
G000621185	0.031774
G000648515	0.0257469
G000694955	0.0292819
G000735365	0.017729
G000735455	0.0331013
G000735515	0.0209253
G000757785	0.0347536
G000757825	0.0172414
G000759795	0.0219005
G001022195	0.12738
G001187865	0.0128938
G001297765	0.029011
G001558935	0.024379
G001571285	0.029458
