#FeatureID	ESTIMATED
G000010605	0.0177993
G000091305	0.0878139
G000092385	0.0174115
G000158935	0.178129
G000158955	0.0206495
G000317595	0.0365099
G000331005	0.0165584
G000349325	0.0199321
G000716215	0.0161125
G000716675	0.0164809
G000717745	0.0170238
G000718015	0.023713
G000719265	0.0157053
G000721105	0.0172952
G000721235	0.0164033
G000935125	0.0417838
G000938975	0.0166941
G001187435	0.029937
G001279985	0.0185361
G001298575	0.0160931
G001418465	0.017935
G001418585	0.017334
G001419745	0.0167329
G001509795	0.023112
G001511815	0.0182647
G001513975	0.025652
G001660045	0.0171595
G001729485	0.223228
