REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000286115	0.00393947	0.97724	0.003729542043891717
G000286215	0.00510109	0.96573	0.008535391870261323
G000309425	0.00363615	0.9854	0.0044805355663905585
G000725025	0.00313488	0.98524	0.003475014914641681
G000725035	0.00313699	0.99135	0.003905014914641681
G000762045	0.016957	0.91357	0.016734390530075985
G001867465	0.00389406	0.97729	0.004965849917815741
G001867525	0.00349642	0.98353	0.0045357039095703855
G001867535	0.00352981	0.98512	0.0033172298516335862
G001867555	0.00297604	0.9712	0.004651168328696741
G001867615	0.00322307	0.98887	0.003958321059809955
G001867875	0.00301141	0.99033	0.004033147831959582
G001867915	0.00303146	0.99049	0.003144584110463311
G001867975	0.00312496	0.9912	0.0034177467886751444
G001868045	0.00296777	0.97123	0.004056668173953742
G001868055	0.00310793	0.99124	0.004447746788675143
G001868105	0.00382024	0.97672	0.004095849917815741
G001868115	0.00391913	0.97711	0.007312590151102687
G001868145	0.00302197	0.99031	0.0037238854200763163
G001868185	0.00300089	0.99028	0.0032117101391035342
G001868195	0.00309732	0.97032	0.003485014914641681
G001868205	0.00377663	0.97752	0.0046468691516089195
G001868225	0.00307998	0.99119	0.006717746788675143
G001868275	0.00393637	0.97718	0.005908306229861511
G001868315	0.00304564	0.99121	0.003201168328696741
G001868345	0.00296423	0.97124	0.004805667731276898
G001868405	0.00299357	0.99033	0.0035982475114026222
G001868425	0.0031373	0.9888	0.0036965511265981492
G001868525	0.00302099	0.97088	0.0038483210598099548
G001868545	0.00316677	0.99063	0.002827746788675144
G001868555	0.00438779	0.9829	0.0035330246067997503
G001868715	0.00309019	0.99062	0.005848111617630321
G001869295	0.00308912	0.99062	0.005202149317222655
G001869305	0.00294646	0.99143	0.004688240425507404
G001869395	0.0029904	0.99035	0.003845667731276898
G001869405	0.00301223	0.99045	0.004031168328696741
G001869445	0.00309204	0.99124	0.00410302460679975
G001869655	0.00369383	0.98543	0.003380489618346641
G001869735	0.00316049	0.99031	0.0052277467886751436
G001869815	0.002933	0.99143	0.004052805376288641
G001869885	0.00309392	0.99133	0.003965667731276898
G001869945	0.00389915	0.97679	0.0034483062298615113
G001870005	0.00392222	0.97615	0.00672452127780942
G001870015	0.00309627	0.99135	0.00498116832869674
G001939485	0.00394957	0.97718	0.005118306229861511
