#FeatureID	ESTIMATED
G000009765	0.0151972
G000010605	0.016506
G000091305	0.0698432
G000156435	0.0172137
G000158935	0.049371
G000158955	0.0726209
G000204605	0.0118854
G000253235	0.0165727
G000317595	0.0321306
G000349325	0.0217676
G000376565	0.0228359
G000444875	0.0220213
G000497425	0.0156646
G000497445	0.0169066
G000716215	0.0245586
G000716675	0.0167196
G000716805	0.0180017
G000717025	0.0128469
G000718315	0.0164258
G000718595	0.0153041
G000719335	0.0114847
G000720455	0.0109239
G000720475	0.0113913
G000721105	0.0203654
G000721235	0.0151438
G000721275	0.0150637
G000725495	0.0161187
G000830005	0.0159985
G000968255	0.0163724
G001005085	0.0200983
G001013905	0.0161454
G001278075	0.0157448
G001279985	0.0165594
G001298575	0.0191501
G001418335	0.0128869
G001418415	0.0142891
G001418465	0.0196175
G001418585	0.0219011
G001418655	0.0209396
G001419745	0.0195241
G001509795	0.0212868
G001511815	0.0221816
G001513975	0.0246788
G001514045	0.0191101
G001646665	0.0167063
G001654495	0.015678
G001660045	0.0176144
G001750785	0.0120189
G001905365	0.0166128
